tconst,averageRating,numVotes,originalTitle,startYear,genres,overview,poster_path,runtime,title,Titres,actor,actress,director,actor_1,actor_2,actor_3,actor_4,actor_5,actress_1,actress_2,actress_3,actress_4,actress_5,director_1,director_2,director_3,director_4,director_5,genres_1,genres_2,genres_3
"tt0035423,6.4,87886,Kate & Leopold,2001,""Comedy,Fantasy,Romance"",""When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history."",/mUvikzKJJSg9khrVdxK8kg3TMHA.jpg,118,Kate et L̩opold,Kate et L̩opold | 2001 | Kate & Leopold | Kate & Leopold,""Breckin Meyer, Hugh Jackman, Liev Schreiber"",Meg Ryan,James Mangold,Breckin Meyer,Hugh Jackman,Liev Schreiber,-,-,Meg Ryan,-,-,-,-,James Mangold,-,-,-,-,Comedy,Fantasy,Romance"
